WZ_CD,LA_CD,LA_NM,Group,Group_DESC,SubGroup,SubGroup_DESC
E33036225,E09000030,Tower Hamlets,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33036226,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036227,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036228,E09000030,Tower Hamlets,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33036229,E09000030,Tower Hamlets,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33036230,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036231,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036232,E09000030,Tower Hamlets,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33036233,E09000030,Tower Hamlets,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33036234,E09000030,Tower Hamlets,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33036235,E09000030,Tower Hamlets,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33036236,E09000030,Tower Hamlets,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33036237,E09000030,Tower Hamlets,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33036238,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036239,E09000030,Tower Hamlets,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33036240,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036241,E09000030,Tower Hamlets,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33036242,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036243,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036244,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036245,E09000030,Tower Hamlets,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33036246,E09000030,Tower Hamlets,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33036247,E09000030,Tower Hamlets,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33036248,E09000030,Tower Hamlets,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33036249,E09000030,Tower Hamlets,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33036250,E09000030,Tower Hamlets,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33036251,E09000030,Tower Hamlets,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33036252,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036253,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036254,E09000030,Tower Hamlets,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33036255,E09000030,Tower Hamlets,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33036256,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036257,E09000030,Tower Hamlets,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33036258,E09000030,Tower Hamlets,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33036259,E09000030,Tower Hamlets,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33036260,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036261,E09000030,Tower Hamlets,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33036262,E09000030,Tower Hamlets,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33036263,E09000030,Tower Hamlets,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33036264,E09000030,Tower Hamlets,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33036265,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036266,E09000030,Tower Hamlets,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33036267,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036268,E09000030,Tower Hamlets,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33036269,E09000030,Tower Hamlets,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33036270,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036271,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036272,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036273,E09000030,Tower Hamlets,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33036274,E09000030,Tower Hamlets,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33036275,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036276,E09000030,Tower Hamlets,B,City Focus,B1,Dynamic financial centres with extended operating hours
E33036277,E09000030,Tower Hamlets,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33036278,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036279,E09000030,Tower Hamlets,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33036280,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036281,E09000030,Tower Hamlets,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33036282,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036283,E09000030,Tower Hamlets,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33036284,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33036285,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036286,E09000030,Tower Hamlets,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33036287,E09000030,Tower Hamlets,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33036288,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33036289,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33036290,E09000030,Tower Hamlets,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33036291,E09000030,Tower Hamlets,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
